0,3,{}
0,4,{}
0,5,{}
0,6,{}
0,8,{}
0,9,{}
0,10,{}
0,11,{}
0,12,{}
0,14,{}
0,15,{}
0,19,{}
0,20,{}
0,23,{}
0,31,{}
0,32,{}
0,34,{}
0,41,{}
0,43,{}
0,50,{}
0,52,{}
0,55,{}
0,60,{}
0,63,{}
0,64,{}
0,69,{}
0,72,{}
0,73,{}
0,79,{}
0,97,{}
0,107,{}
0,108,{}
0,111,{}
0,114,{}
0,115,{}
0,119,{}
0,134,{}
0,140,{}
0,143,{}
0,144,{}
0,165,{}
0,169,{}
0,186,{}
0,194,{}
0,202,{}
0,203,{}
0,205,{}
0,228,{}
0,233,{}
0,243,{}
0,284,{}
0,291,{}
0,306,{}
0,315,{}
0,331,{}
0,336,{}
0,348,{}
0,385,{}
0,396,{}
0,418,{}
0,449,{}
0,451,{}
0,476,{}
0,493,{}
0,496,{}
1,3,{}
1,5,{}
1,6,{}
1,7,{}
1,45,{}
1,47,{}
1,78,{}
1,102,{}
1,160,{}
1,265,{}
1,329,{}
1,435,{}
2,3,{}
2,4,{}
2,14,{}
2,27,{}
2,82,{}
2,112,{}
2,127,{}
2,176,{}
2,194,{}
2,227,{}
2,240,{}
2,291,{}
2,301,{}
2,308,{}
2,364,{}
3,4,{}
3,5,{}
3,6,{}
3,7,{}
3,9,{}
3,14,{}
3,15,{}
3,16,{}
3,26,{}
3,29,{}
3,36,{}
3,37,{}
3,38,{}
3,42,{}
3,49,{}
3,54,{}
3,66,{}
3,71,{}
3,73,{}
3,85,{}
3,86,{}
3,91,{}
3,93,{}
3,97,{}
3,116,{}
3,125,{}
3,126,{}
3,128,{}
3,131,{}
3,157,{}
3,160,{}
3,165,{}
3,171,{}
3,179,{}
3,180,{}
3,181,{}
3,184,{}
3,188,{}
3,198,{}
3,206,{}
3,217,{}
3,226,{}
3,233,{}
3,237,{}
3,241,{}
3,275,{}
3,277,{}
3,281,{}
3,293,{}
3,315,{}
3,338,{}
3,341,{}
3,356,{}
3,374,{}
3,376,{}
3,382,{}
3,398,{}
3,410,{}
3,436,{}
3,485,{}
3,486,{}
4,7,{}
4,8,{}
4,20,{}
4,21,{}
4,28,{}
4,30,{}
4,33,{}
4,39,{}
4,45,{}
4,46,{}
4,50,{}
4,68,{}
4,107,{}
4,121,{}
4,123,{}
4,124,{}
4,125,{}
4,144,{}
4,162,{}
4,164,{}
4,169,{}
4,179,{}
4,197,{}
4,213,{}
4,278,{}
4,289,{}
4,295,{}
4,357,{}
4,359,{}
4,371,{}
4,398,{}
4,399,{}
4,402,{}
4,460,{}
4,463,{}
5,8,{}
5,12,{}
5,13,{}
5,15,{}
5,30,{}
5,33,{}
5,38,{}
5,51,{}
5,63,{}
5,78,{}
5,97,{}
5,105,{}
5,131,{}
5,176,{}
5,178,{}
