0,308,{}
0,432,{}
2,346,{}
3,375,{}
4,386,{}
7,73,{}
7,139,{}
8,435,{}
10,158,{}
10,183,{}
11,32,{}
11,78,{}
11,339,{}
11,412,{}
11,423,{}
12,259,{}
13,323,{}
15,226,{}
15,289,{}
15,293,{}
15,305,{}
15,372,{}
18,62,{}
18,393,{}
19,370,{}
21,214,{}
23,82,{}
23,95,{}
23,253,{}
25,244,{}
26,327,{}
29,173,{}
31,112,{}
31,317,{}
31,476,{}
32,193,{}
33,250,{}
33,318,{}
34,105,{}
34,145,{}
35,392,{}
35,489,{}
37,254,{}
37,303,{}
37,337,{}
38,168,{}
38,284,{}
38,353,{}
39,378,{}
40,122,{}
40,326,{}
41,197,{}
44,96,{}
44,393,{}
48,283,{}
48,398,{}
49,54,{}
49,188,{}
49,419,{}
50,145,{}
50,493,{}
51,330,{}
52,186,{}
52,294,{}
56,78,{}
57,345,{}
57,466,{}
58,124,{}
58,259,{}
58,408,{}
59,445,{}
60,451,{}
61,152,{}
62,67,{}
62,236,{}
63,253,{}
64,317,{}
65,211,{}
65,289,{}
66,308,{}
66,454,{}
67,110,{}
67,186,{}
67,227,{}
67,428,{}
67,438,{}
70,279,{}
71,434,{}
72,205,{}
73,136,{}
73,194,{}
75,319,{}
76,95,{}
76,263,{}
78,441,{}
79,281,{}
85,411,{}
86,96,{}
86,394,{}
88,307,{}
89,120,{}
89,160,{}
90,231,{}
93,172,{}
94,333,{}
94,336,{}
94,432,{}
95,216,{}
95,472,{}
95,489,{}
96,407,{}
96,461,{}
98,123,{}
98,147,{}
98,148,{}
98,277,{}
99,156,{}
104,240,{}
104,417,{}
105,365,{}
107,144,{}
107,475,{}
108,248,{}
110,194,{}
110,319,{}
111,408,{}
111,448,{}
112,128,{}
113,125,{}
113,303,{}
114,247,{}
115,152,{}
117,276,{}
117,444,{}
118,160,{}
120,242,{}
125,218,{}
125,271,{}
125,475,{}
127,183,{}
129,484,{}
130,221,{}
130,308,{}
131,455,{}
131,463,{}
132,236,{}
134,212,{}
134,481,{}
135,304,{}
136,486,{}
138,418,{}
139,344,{}
139,361,{}
141,251,{}
144,148,{}
144,403,{}
145,253,{}
145,299,{}
148,385,{}
149,173,{}
149,192,{}
149,372,{}
151,177,{}
151,223,{}
151,429,{}
153,238,{}
154,217,{}
155,396,{}
158,210,{}
158,220,{}
158,488,{}
160,490,{}
161,279,{}
164,410,{}
164,425,{}
165,199,{}
165,383,{}
166,269,{}
166,332,{}
168,190,{}
171,300,{}
172,240,{}
173,177,{}
173,231,{}
173,272,{}
173,321,{}
175,398,{}
176,313,{}
177,207,{}
177,414,{}
178,232,{}
178,301,{}
179,368,{}
180,298,{}
181,341,{}
183,397,{}
186,276,{}
188,189,{}
188,275,{}
188,462,{}
188,486,{}
189,215,{}
191,228,{}
191,473,{}
192,193,{}
192,221,{}
195,364,{}
196,436,{}
197,262,{}
198,234,{}
198,313,{}
201,330,{}
201,370,{}
203,365,{}
203,415,{}
203,464,{}
204,291,{}
204,448,{}
206,256,{}
207,499,{}
208,287,{}
209,497,{}
210,274,{}
210,384,{}
211,221,{}
212,405,{}
214,355,{}
215,270,{}
215,294,{}
215,343,{}
217,287,{}
217,331,{}
217,454,{}
220,472,{}
221,237,{}
225,233,{}
226,453,{}
227,484,{}
229,328,{}
230,406,{}
230,441,{}
232,359,{}
234,269,{}
235,358,{}
237,439,{}
238,295,{}
238,348,{}
241,356,{}
244,258,{}
244,272,{}
245,309,{}
246,359,{}
246,371,{}
248,442,{}
249,262,{}
249,330,{}
249,376,{}
250,392,{}
250,398,{}
251,494,{}
255,371,{}
255,492,{}
256,393,{}
259,270,{}
260,391,{}
260,415,{}
261,320,{}
268,366,{}
269,378,{}
271,450,{}
275,316,{}
277,499,{}
278,499,{}
280,407,{}
282,473,{}
284,411,{}
285,306,{}
286,425,{}
287,302,{}
287,305,{}
287,477,{}
288,304,{}
292,420,{}
294,332,{}
294,348,{}
299,433,{}
300,372,{}
300,383,{}
301,330,{}
304,306,{}
304,432,{}
309,460,{}
309,488,{}
310,456,{}
311,384,{}
315,326,{}
316,480,{}
317,318,{}
320,349,{}
322,428,{}
325,447,{}
326,339,{}
331,341,{}
331,455,{}
332,366,{}
333,367,{}
334,358,{}
336,470,{}
338,392,{}
338,497,{}
340,385,{}
340,491,{}
342,472,{}
345,420,{}
345,432,{}
346,457,{}
349,433,{}
350,499,{}
351,485,{}
358,417,{}
358,425,{}
359,488,{}
361,450,{}
365,370,{}
365,399,{}
365,413,{}
368,492,{}
369,432,{}
370,433,{}
370,454,{}
385,389,{}
385,407,{}
389,437,{}
392,442,{}
393,463,{}
397,464,{}
409,457,{}
413,487,{}
447,478,{}
472,486,{}
477,488,{}
