0,5,{}
0,218,{}
0,238,{}
0,358,{}
0,416,{}
1,138,{}
1,174,{}
1,189,{}
1,244,{}
1,259,{}
1,338,{}
2,155,{}
2,252,{}
2,273,{}
2,445,{}
2,497,{}
3,99,{}
3,125,{}
3,266,{}
3,449,{}
4,100,{}
4,404,{}
5,318,{}
5,369,{}
6,92,{}
6,249,{}
6,335,{}
6,452,{}
6,499,{}
7,23,{}
7,162,{}
7,258,{}
7,365,{}
7,387,{}
8,54,{}
8,114,{}
8,200,{}
8,228,{}
8,297,{}
8,370,{}
9,159,{}
9,161,{}
9,290,{}
9,415,{}
9,457,{}
9,471,{}
9,476,{}
10,58,{}
10,105,{}
10,404,{}
10,481,{}
10,491,{}
11,260,{}
11,296,{}
11,315,{}
11,397,{}
12,60,{}
12,126,{}
12,181,{}
12,214,{}
12,263,{}
12,452,{}
13,124,{}
13,156,{}
13,247,{}
13,316,{}
13,431,{}
14,31,{}
14,253,{}
14,264,{}
14,369,{}
15,115,{}
15,162,{}
15,197,{}
15,340,{}
15,461,{}
15,474,{}
16,67,{}
16,471,{}
16,477,{}
17,60,{}
17,127,{}
17,340,{}
17,341,{}
17,478,{}
18,84,{}
18,141,{}
18,370,{}
18,499,{}
19,54,{}
19,92,{}
19,140,{}
19,263,{}
19,433,{}
20,44,{}
20,53,{}
20,67,{}
20,394,{}
20,455,{}
20,457,{}
21,311,{}
21,337,{}
21,437,{}
21,471,{}
22,57,{}
22,153,{}
23,43,{}
23,73,{}
23,259,{}
23,266,{}
23,297,{}
23,314,{}
23,425,{}
24,277,{}
24,385,{}
24,426,{}
24,442,{}
25,81,{}
25,157,{}
25,375,{}
26,122,{}
26,131,{}
26,279,{}
26,380,{}
26,391,{}
26,435,{}
26,465,{}
27,105,{}
27,181,{}
27,322,{}
27,445,{}
28,96,{}
28,148,{}
28,226,{}
28,312,{}
28,322,{}
29,53,{}
29,136,{}
29,164,{}
29,351,{}
29,396,{}
29,410,{}
29,450,{}
29,474,{}
30,121,{}
30,338,{}
31,195,{}
31,204,{}
31,370,{}
31,431,{}
31,480,{}
32,88,{}
32,212,{}
32,213,{}
32,217,{}
32,339,{}
33,364,{}
33,418,{}
33,455,{}
34,256,{}
34,311,{}
34,402,{}
34,405,{}
35,38,{}
35,124,{}
35,211,{}
35,241,{}
35,295,{}
35,299,{}
35,316,{}
35,375,{}
35,419,{}
35,448,{}
36,43,{}
36,110,{}
36,137,{}
36,205,{}
36,279,{}
36,293,{}
36,392,{}
36,431,{}
36,461,{}
36,495,{}
37,106,{}
37,141,{}
37,208,{}
37,274,{}
38,136,{}
38,167,{}
38,169,{}
38,176,{}
38,394,{}
39,64,{}
39,174,{}
39,424,{}
39,436,{}
40,71,{}
40,84,{}
40,135,{}
40,181,{}
40,233,{}
41,206,{}
41,290,{}
41,296,{}
41,300,{}
42,108,{}
42,175,{}
42,196,{}
42,431,{}
42,463,{}
43,117,{}
43,160,{}
44,170,{}
44,319,{}
44,442,{}
45,125,{}
45,149,{}
45,205,{}
45,280,{}
45,306,{}
45,321,{}
45,363,{}
45,372,{}
46,221,{}
46,233,{}
46,294,{}
46,320,{}
46,336,{}
46,361,{}
46,406,{}
46,459,{}
47,105,{}
47,124,{}
47,209,{}
47,250,{}
47,314,{}
47,405,{}
47,449,{}
48,125,{}
49,102,{}
49,176,{}
49,231,{}
49,430,{}
49,443,{}
49,445,{}
49,483,{}
50,203,{}
50,269,{}
50,346,{}
50,394,{}
50,442,{}
50,478,{}
50,482,{}
51,187,{}
51,195,{}
51,462,{}
51,474,{}
52,279,{}
52,289,{}
52,353,{}
52,482,{}
53,60,{}
53,135,{}
53,366,{}
53,374,{}
53,468,{}
54,89,{}
54,233,{}
54,262,{}
54,373,{}
54,430,{}
55,118,{}
55,215,{}
55,219,{}
56,112,{}
56,282,{}
56,286,{}
56,410,{}
57,76,{}
57,257,{}
57,340,{}
58,105,{}
58,174,{}
58,264,{}
58,283,{}
58,453,{}
58,498,{}
59,65,{}
59,128,{}
59,308,{}
59,319,{}
60,105,{}
60,185,{}
60,402,{}
60,436,{}
61,85,{}
61,135,{}
61,188,{}
61,214,{}
61,239,{}
61,287,{}
61,293,{}
61,404,{}
61,427,{}
61,481,{}
