0,176,{}
4,291,{}
7,10,{}
7,33,{}
9,429,{}
11,195,{}
11,429,{}
14,144,{}
15,346,{}
15,348,{}
15,499,{}
16,260,{}
16,395,{}
17,393,{}
18,409,{}
22,101,{}
23,421,{}
27,369,{}
28,190,{}
28,305,{}
37,157,{}
38,342,{}
38,465,{}
40,429,{}
42,243,{}
47,344,{}
52,131,{}
53,327,{}
53,398,{}
55,91,{}
61,135,{}
62,349,{}
63,382,{}
65,386,{}
67,165,{}
67,323,{}
70,133,{}
73,323,{}
76,238,{}
80,251,{}
80,359,{}
82,396,{}
82,423,{}
84,481,{}
86,141,{}
87,171,{}
90,272,{}
91,448,{}
94,311,{}
97,489,{}
98,304,{}
98,375,{}
100,389,{}
102,326,{}
105,435,{}
109,344,{}
111,297,{}
114,181,{}
114,204,{}
117,164,{}
118,478,{}
122,328,{}
122,466,{}
124,315,{}
124,336,{}
124,351,{}
127,367,{}
129,152,{}
131,371,{}
131,405,{}
133,277,{}
134,189,{}
134,237,{}
139,141,{}
140,208,{}
141,335,{}
145,301,{}
146,466,{}
146,491,{}
151,452,{}
153,407,{}
156,308,{}
156,359,{}
160,289,{}
165,440,{}
169,386,{}
170,368,{}
174,436,{}
178,180,{}
179,323,{}
179,464,{}
181,461,{}
191,265,{}
191,326,{}
192,362,{}
199,217,{}
204,405,{}
204,467,{}
205,278,{}
207,328,{}
208,247,{}
209,218,{}
210,288,{}
211,274,{}
212,280,{}
213,226,{}
217,387,{}
220,312,{}
235,489,{}
243,479,{}
247,469,{}
248,304,{}
251,340,{}
256,274,{}
262,450,{}
263,405,{}
263,415,{}
266,360,{}
268,317,{}
288,446,{}
288,492,{}
289,489,{}
293,374,{}
294,457,{}
297,467,{}
310,336,{}
318,394,{}
324,406,{}
328,331,{}
334,498,{}
342,379,{}
345,477,{}
348,407,{}
355,409,{}
356,481,{}
364,369,{}
385,472,{}
388,467,{}
392,469,{}
397,438,{}
411,467,{}
417,435,{}
419,497,{}
436,497,{}
441,452,{}
453,464,{}
