0,76,{}
0,129,{}
3,419,{}
4,174,{}
4,457,{}
5,256,{}
6,181,{}
8,27,{}
8,225,{}
10,346,{}
11,297,{}
12,152,{}
14,139,{}
14,217,{}
15,89,{}
17,44,{}
18,78,{}
20,284,{}
22,67,{}
22,362,{}
24,235,{}
24,366,{}
25,443,{}
27,39,{}
28,234,{}
29,205,{}
29,399,{}
31,481,{}
34,66,{}
34,467,{}
36,394,{}
38,213,{}
38,330,{}
42,248,{}
44,320,{}
47,160,{}
47,456,{}
48,346,{}
49,216,{}
49,452,{}
53,219,{}
55,203,{}
59,380,{}
61,124,{}
63,316,{}
64,162,{}
65,351,{}
65,377,{}
66,446,{}
66,482,{}
68,397,{}
70,319,{}
71,348,{}
72,314,{}
73,303,{}
74,152,{}
75,205,{}
76,80,{}
77,225,{}
78,291,{}
78,294,{}
81,435,{}
82,265,{}
85,141,{}
87,243,{}
87,365,{}
89,114,{}
90,442,{}
90,484,{}
93,115,{}
93,175,{}
95,356,{}
96,447,{}
97,440,{}
100,343,{}
100,401,{}
101,186,{}
103,426,{}
108,229,{}
108,488,{}
109,246,{}
111,200,{}
111,455,{}
112,429,{}
114,293,{}
114,427,{}
118,134,{}
118,144,{}
118,218,{}
120,258,{}
121,283,{}
126,394,{}
128,488,{}
130,247,{}
133,329,{}
133,369,{}
134,266,{}
134,350,{}
140,288,{}
141,211,{}
141,323,{}
143,244,{}
146,158,{}
148,316,{}
148,355,{}
151,496,{}
154,203,{}
154,216,{}
161,359,{}
162,241,{}
163,383,{}
163,463,{}
164,232,{}
164,471,{}
165,232,{}
165,282,{}
171,450,{}
172,250,{}
174,261,{}
178,264,{}
179,324,{}
181,422,{}
181,457,{}
182,434,{}
183,386,{}
183,499,{}
188,307,{}
189,357,{}
190,259,{}
194,204,{}
194,470,{}
195,363,{}
196,200,{}
196,265,{}
198,226,{}
198,452,{}
200,456,{}
204,460,{}
207,382,{}
214,234,{}
222,439,{}
230,396,{}
230,439,{}
231,383,{}
236,338,{}
236,412,{}
239,464,{}
240,246,{}
241,273,{}
243,361,{}
243,453,{}
245,266,{}
246,247,{}
248,277,{}
251,297,{}
253,404,{}
253,465,{}
254,319,{}
255,322,{}
259,320,{}
261,354,{}
261,466,{}
264,303,{}
264,499,{}
265,273,{}
268,284,{}
268,367,{}
269,302,{}
270,487,{}
271,372,{}
272,483,{}
277,278,{}
278,385,{}
284,419,{}
286,365,{}
290,344,{}
291,390,{}
293,407,{}
294,369,{}
304,347,{}
308,448,{}
310,419,{}
311,332,{}
312,364,{}
312,450,{}
313,494,{}
316,428,{}
319,369,{}
323,438,{}
324,432,{}
328,384,{}
330,378,{}
333,414,{}
334,455,{}
335,352,{}
349,434,{}
355,483,{}
357,380,{}
357,482,{}
360,385,{}
362,495,{}
364,415,{}
365,390,{}
365,497,{}
371,428,{}
379,475,{}
390,403,{}
390,482,{}
394,430,{}
396,400,{}
406,445,{}
408,496,{}
410,473,{}
413,461,{}
415,458,{}
420,481,{}
433,474,{}
448,479,{}
474,484,{}
