0,156,{}
4,98,{}
6,56,{}
9,368,{}
9,379,{}
14,457,{}
16,329,{}
17,359,{}
17,480,{}
23,312,{}
24,165,{}
25,115,{}
26,356,{}
27,340,{}
29,37,{}
33,348,{}
40,485,{}
42,76,{}
43,89,{}
44,206,{}
50,149,{}
52,469,{}
55,105,{}
56,141,{}
60,472,{}
62,244,{}
62,486,{}
63,334,{}
65,229,{}
67,210,{}
68,72,{}
69,172,{}
70,421,{}
71,460,{}
72,466,{}
74,282,{}
77,484,{}
79,362,{}
83,178,{}
87,111,{}
87,322,{}
87,431,{}
92,292,{}
94,301,{}
95,374,{}
98,271,{}
100,128,{}
100,250,{}
104,249,{}
118,469,{}
120,317,{}
123,386,{}
124,367,{}
124,410,{}
125,183,{}
137,350,{}
138,164,{}
145,274,{}
146,370,{}
148,213,{}
149,268,{}
152,232,{}
153,350,{}
157,282,{}
159,371,{}
163,461,{}
165,285,{}
167,361,{}
169,344,{}
171,316,{}
171,416,{}
176,356,{}
178,335,{}
179,231,{}
181,289,{}
182,241,{}
189,263,{}
191,317,{}
192,194,{}
193,246,{}
195,441,{}
199,334,{}
200,303,{}
200,460,{}
201,282,{}
202,433,{}
208,279,{}
212,441,{}
213,371,{}
223,458,{}
234,353,{}
237,417,{}
259,299,{}
262,474,{}
265,434,{}
267,474,{}
272,499,{}
275,454,{}
277,425,{}
277,427,{}
281,391,{}
281,478,{}
284,498,{}
289,316,{}
291,395,{}
306,487,{}
317,391,{}
319,442,{}
324,350,{}
329,352,{}
331,374,{}
331,443,{}
331,491,{}
335,384,{}
335,457,{}
341,373,{}
351,491,{}
361,496,{}
363,373,{}
365,496,{}
373,438,{}
373,493,{}
376,392,{}
376,451,{}
383,445,{}
386,403,{}
388,431,{}
390,441,{}
456,458,{}
